Name,Platform,Year,Genre,Publisher
Vegas Casino,DS,2007,Misc,Neko Entertainment
The Binding of Isaac,PC,2012,Action,Unknown
Madou Monogatari,SAT,1998,Role-Playing,Compile
Maximum Racing: GP Classic Racing,Wii,2010,Racing,Nordic Games
Togainu no Chi: True Blood,PS2,2008,Adventure,Kadokawa Shoten
Castlevania: Lords of Shadow - Reverie,PS3,2011,Action,Konami Digital Entertainment
Onna no Ko to Misshitsu ni Itara **shichau Kamoshirenai,3DS,2012,Adventure,D3Publisher
Tork: Prehistoric Punk,XB,2005,Platform,Microsoft Game Studios
Chicken Shoot 2,GBA,2005,Adventure,Zoo Digital Publishing
Tokyo Xanadu eX+,PS4,2016,Role-Playing,Nihon Falcom Corporation
Airship Q,PSV,2015,Platform,Cygames
A Good Librarian Like a Good Shepherd: Library Party,PSV,2015,Action,Kaga Create
Overlord II,PC,2009,Action,Codemasters
Flipper Critters,DS,2007,Simulation,Conspiracy Entertainment
River City Super Sports Challenge,DS,2010,Sports,Arc System Works
Sea Park Tycoon,DS,2010,Simulation,Foreign Media Games
Underground Pool,DS,2007,Sports,UFO Interactive
Pachinko Kamen Rider: Shocker Zenmetsu Daisakusen,PS2,2008,Misc,Hackberry
Accel World: Ginyoku no Kakusei,PSP,2012,Adventure,Namco Bandai Games
Travel Coach: Europe 1,DS,2008,Misc,HMH Interactive
Jikandia: The Timeless Land,PSP,2010,Role-Playing,Idea Factory
Classic Dungeon: Fuyoku no Masoujin,PSP,2010,Role-Playing,Nippon Ichi Software
Rampo,SAT,1995,Adventure,Sega
Toy Shop,DS,2008,Simulation,Majesco Entertainment
DiRT Rally,PC,2016,Racing,Codemasters
Trials Fusion,PC,2014,Racing,Ubisoft
SuperCar Challenge,PS3,2009,Racing,System 3 Arcade Software
My Pet Shop (JP sales),DS,2008,Simulation,Square Enix
Prison Architect,PS4,2016,Action,Introversion Software
Hallowed Legends: Samhain,PC,2011,Adventure,Focus Home Interactive
Exstetra,PSV,2013,Role-Playing,FuRyu
Dodge Racing: Charger vs Challenger,DS,2009,Racing,Zushi Games
Hakuoki Zuisouroku Omokage Hana,PSV,2015,Action,Idea Factory
Beastly,Wii,2011,Misc,Unknown
Gokujou!! Mecha Mote Iinchou: MM My Best Friend!,DS,2010,Simulation,Konami Digital Entertainment
Rome: Total War - Gold Edition,PC,2006,Strategy,Sega
Breath of Fire III,PSP,2005,Role-Playing,Capcom
Biker Mice From Mars,DS,2007,Racing,Game Factory
Atelier Shallie Plus: Alchemists of the Dusk Sea,PSV,2016,Role-Playing,Tecmo Koei
Hiiro no Kakera 2: Hisui no Shizuku,PS2,2007,Adventure,Idea Factory
Summer Athletics 2009,X360,2009,Sports,49Games
PriPara & Pretty Rhythm: PriPara de Tsukaeru Oshare Item 1450!,3DS,2015,Action,Namco Bandai Games
JoJo's Bizarre Adventure: Eyes of Heaven,PS3,2015,Fighting,Namco Bandai Games
Pro Yakyuu Spirits 5 Kanzenban,PS3,2008,Sports,Konami Digital Entertainment
Rugby World Cup 2015,X360,2015,Sports,Ubisoft
Sorcery Saga: The Curse of the Great Curry God,PSV,2013,Role-Playing,Rising Star Games
Cabela's Big Game Hunter: Pro Hunts,PS3,2014,Shooter,Activision
Hajime no Ippo: The Fighting! (2014),PS3,2014,Sports,Namco Bandai Games
Game of Thrones (Telltale),X360,2015,Adventure,Telltale Games
Dance Factory,PS2,2006,Action,Codemasters
Totally Spies!,GBA,2005,Platform,Atari
Jig-A-Pix: Wild World,DS,2009,Puzzle,Zushi Games
DragonHeart: Fire & Steel,PS,1996,Action,Acclaim Entertainment
Chaos;Head - Love Chu*Chu!,X360,2010,Adventure,5pb
Nishijin Pachinko Monogatari 2,SNES,1996,Misc,KSS
The Walking Dead: Season One,PC,2012,Adventure,Avanquest Software
Hyperdimension Neptunia Re;Birth 2,PSV,2014,Action,Idea Factory International
RoadKill,GC,2003,Action,Midway Games
The Legend of Heroes III: Song of the Ocean,PSP,2006,Role-Playing,Namco Bandai Games
Combat Mission: Shock Force,PC,2007,Strategy,Paradox Interactive
Top Gun: Hard Lock,PS3,2012,Action,505 Games
Alia's Carnival! Sacrament,PSV,2015,Adventure,dramatic create
F1 2002,GC,2002,Racing,Electronic Arts
Mushihimesama Futari Ver 1.5,X360,2009,Shooter,Cave
Pocket Fighter,SAT,1998,Fighting,Capcom
Toaru Majutsu no Kagaku no Ensemble,PSP,2013,Adventure,Namco Bandai Games
Ojyousama Express,SAT,1998,Strategy,Media Works
Starsky & Hutch,GBA,2003,Racing,Empire Interactive
Sitting Ducks,GBA,2003,Platform,LSP Games
Brothers Conflict: Brilliant Blue,PSP,2013,Adventure,Idea Factory
Garfield: A Tale of Two Kitties,DS,2006,Platform,Game Factory
Men of War,PC,2009,Strategy,505 Games
Eyeshield 21: Field Saikyou no Senshi Tachi,Wii,2007,Role-Playing,Nintendo
Fullmetal Alchemist: Brotherhood,PSP,N/A,Action,Unknown
Bad Apple Wars,PSV,2015,Action,Idea Factory
To LoveRu Trouble: Waku Waku! Rinkangakkou-Hen,DS,2008,Adventure,Marvelous Interactive
House M.D.,DS,2010,Adventure,Mindscape
thinkSMART FAMILY!,Wii,2010,Misc,Conspiracy Entertainment
Ultimate Block Party,PSP,2004,Puzzle,505 Games
Last Escort: Club Katze,PSP,2010,Adventure,D3Publisher
Renai Revenge,PSV,2015,Adventure,TGL
Stacked with Daniel Negreanu,XB,2006,Misc,Myelin Media
Mahjong 300,DS,2011,Puzzle,Avanquest
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wei-Hen,PSP,2010,Adventure,Yeti
Konami Classics Series: Arcade Hits,DS,2007,Misc,Konami Digital Entertainment
WRC 5: FIA World Rally Championship,PSV,2015,Sports,Bigben Interactive
Infinite Stratos 2: Ignition Hearts,PSV,2014,Adventure,5pb
Otometeki Koi Kakumei * Love Revo,PS2,2006,Adventure,Interchannel
Guitar Hero: World Tour,PC,2009,Misc,Aspyr
Super Meat Boy: Ultra Edition!,PC,2011,Platform,Unknown
Dr. Muto,GC,2002,Platform,Midway Games
Super Heroine Chronicle,PS3,2014,Role-Playing,Namco Bandai Games
Otomedius Gorgeous,X360,2008,Shooter,Konami Digital Entertainment
Egg Mania: Eggstreme Madness,PS2,2002,Puzzle,Kemco
Alter Ego,PC,1985,Simulation,Activision
Kiniro no Corda 3,PS2,2010,Adventure,Tecmo Koei
Zero Escape: Virtue's Last Reward,3DS,2012,Adventure,Rising Star Games
Darkstalkers Resurrection,PS3,2013,Fighting,Capcom
Transformers: Devastation,PC,2015,Action,Activision
MotoGP 15,XOne,2015,Racing,Milestone S.r.l.
Highschool Terra Story,SAT,1998,Adventure,KID
Summer Athletics: The Ultimate Challenge,X360,2008,Sports,DTP Entertainment
The Golf Club,XOne,2014,Sports,Unknown
Emergency! Disaster Rescue Squad,DS,2009,Simulation,Destineer
Neverwinter Nights,PC,2002,Role-Playing,Atari
Suggoi! Arcana Heart 2,PS2,2009,Fighting,AQ Interactive
Crazy Machines,DS,2008,Puzzle,DTP Entertainment
Ebikore Photo Kano Kiss,PSV,2015,Action,Kadokawa Games
East India Company Collection,PC,2010,Misc,Paradox Interactive
Mother Goose no Himitsu no Yakata,PSP,2011,Adventure,Quinrose
Fast & Furious: Showdown,X360,2013,Action,Activision
Winning Post 7 2009,PSP,2009,Sports,Tecmo Koei
Puzzle & Action: Tant-R,GEN,1994,Misc,Sega
Code Lyoko: Quest for Infinity,PSP,2008,Action,Game Factory
The Voice,PS3,2014,Action,Activision
Digimon World 4,XB,2005,Role-Playing,Atari
Guilty Gear XX Accent Core Plus,Wii,2009,Fighting,PQube
Kekkaishi: Kokubourou Shuurai,DS,2008,Action,Namco Bandai Games
Galleon: Islands of Mystery,XB,2004,Action,SCi
Montessori Music,DS,2008,Misc,Oxygen Interactive
World Sports Competition,PS3,2009,Sports,Hudson Soft
Shugo Chara! Amunonijiro Chara Change,DS,2008,Action,Konami Digital Entertainment
Renai 0 Kilometer,PSP,2013,Adventure,Alchemist
Sunny Garcia Surfing,PS2,2001,Sports,Ubisoft
Far East of Eden Shinden,NG,1995,Fighting,Hudson Soft
Tantei Jinguuji Saburo DS: Kienai Kokoro,DS,2008,Adventure,Arc System Works
Lock On: Modern Air Combat,PC,2003,Simulation,Ubisoft
MotorHead,PS,1998,Racing,Gremlin Interactive Ltd
Max & the Magic Marker,Wii,2011,Platform,Unknown
Ao no Kanata no Four Rhythm,PSV,2016,Adventure,Unknown
StormLover,PSP,2010,Adventure,D3Publisher
Gloria Union,PSP,2011,Role-Playing,Atlus
Gensou Suikoden I & II,PSP,2006,Role-Playing,Konami Digital Entertainment
Worms: WMD,PS4,2016,Action,Sold Out
Shaun White Skateboarding,PC,2010,Sports,Ubisoft
Eyeshield 21: DevilBats DevilDays,GBA,2006,Role-Playing,Nintendo
Gotouchi Tetsudou: Gotouchi Chara to Nihon Zenkoku no Tabi,WiiU,2014,Misc,Namco Bandai Games
Jyuzaengi: Engetsu Sangokuden,PSP,2012,Action,Idea Factory
Ratatouille,PC,2007,Action,THQ
Shin Sangoku Musou Online: Kamishou Ranbu,PS3,2010,Action,Tecmo Koei
Rabbids Land,WiiU,2012,Misc,Ubisoft
Dancing Blade II: Tears of Eden,PS,1999,Adventure,Konami Digital Entertainment
Kokoro no Kokoron,DS,2011,Misc,Namco Bandai Games
Hiiro no Kakera 3: Aoikuro no Kusabi,PS2,2008,Adventure,Idea Factory
BeatMania IIDX 13: DistorteD,PS2,2007,Simulation,Konami Digital Entertainment
Guild Wars,PC,2005,Role-Playing,NCSoft
Go! Go! Hypergrind,GC,2003,Sports,Atlus
Great Edo Blacksmith,PSV,2014,Adventure,Nippon Ichi Software
Keshisasu-Kun: Battle Kas-tival,DS,2010,Action,Konami Digital Entertainment
Kaidan Restaurant: Zoku! Shin Menu 100-Sen,DS,2011,Misc,Namco Bandai Games
Peak Performance,PS,1997,Racing,JVC
Take On Helicopters,PC,2011,Simulation,Unknown
Young Justice: Legacy,3DS,2013,Action,Namco Bandai Games
Kyokugen Dasshutsu ADV: Zennin Shiboudesu,3DS,2012,Adventure,ChunSoft
DokiDoki Majo Shinpan! 2,DS,2008,Adventure,SNK Playmore
S.L.A.I.: Steel Lancer Arena International,PS2,2005,Simulation,Konami Digital Entertainment
Freaky Flyers,XB,2003,Racing,Midway Games
Nacho Libre,DS,2006,Action,Majesco Entertainment
Power Rangers Super Megaforce,3DS,2014,Action,Namco Bandai Games
Homeworld 2,PC,2003,Strategy,Vivendi Games
Zoboomafoo: Leapin' Lemurs!,PS,2001,Action,Encore
Rayman 3: Hoodlum Havoc,PC,2003,Platform,Ubisoft
Dennou Senki Virtual-On Force,X360,2010,Fighting,Sega
Rugby 15,X360,2015,Sports,Bigben Interactive
Nettou! Powerful Koushien,DS,2010,Sports,Konami Digital Entertainment
Graffiti Kingdom,PS2,2004,Role-Playing,505 Games
King Arthur II,PC,2011,Strategy,Paradox Interactive
Armored Core SL: Silent Line Portable,PSP,2009,Simulation,From Software
Looney Tunes: Galactic Sports,PSV,2015,Action,Sony Computer Entertainment
To LoveRu Trouble: Doki Doki! Rinkaigakkou-Hen,PSP,2008,Adventure,Marvelous Interactive
Combat Elite: WWII Paratroopers,XB,N/A,Shooter,Unknown
Lethal Enforcers I & II,PS,1996,Shooter,Konami Digital Entertainment
Bubble Bobble Evolution,PSP,2006,Puzzle,Rising Star Games
Klonoa 2: Dream Champ Tournament,GBA,2002,Platform,Namco Bandai Games
Who Wants to be a Millionaire: 1st Edition,DS,2007,Misc,Ubisoft
N+,PSP,2007,Platform,Atari
Minna no Golf Jou Vol.1,PSP,2007,Sports,Sony Computer Entertainment
Ducati World Racing Challenge,PS,2001,Racing,Acclaim Entertainment
Super Collapse! II,GBA,2004,Puzzle,Majesco Entertainment
Pop'n Music 14 Fever!,PS2,2007,Misc,Konami Digital Entertainment
Golden Nugget Casino / Texas Hold 'Em Double Pack,GBA,2005,Misc,Majesco Entertainment
Judie no Atelier: Guramnat no Renkinjutsu - Toraware no Morito,PSP,2010,Role-Playing,Gust
Lux-Pain (JP sales),DS,2008,Adventure,Rising Star Games
Smashing Drive,GBA,2004,Racing,Zoo Digital Publishing
Away: Shuffle Dungeon,DS,2008,Role-Playing,Majesco Entertainment
Big Mountain 2000,N64,1998,Sports,Imagineer
Starshot: Space Circus Fever,N64,1998,Platform,Infogrames
Charlie Blasts Territory,N64,1999,Action,Kemco
Senko no Ronde DUO,X360,2010,Fighting,G.Rev
Knights of Honor,PC,2004,Strategy,Sunflowers
CIMA: The Enemy,GBA,2003,Role-Playing,Marvelous Interactive
Tokimeki Memorial Girl's Side 1st Love Plus,DS,2009,Adventure,Konami Digital Entertainment
The Inner World,PC,2013,Adventure,Headup Games
Katekyoo Hitman Reborn! Kizuna no Tag Battle,PSP,2010,Fighting,Marvelous Interactive
Code Geass: Hangyaku no Lelouch,DS,2007,Action,Namco Bandai Games
Terraria,WiiU,2016,Action,505 Games
Hudson x GReeeeN Live!? DeeeeS!?,DS,2010,Misc,Hudson Soft
Daibakushou: Jinsei Gekijou,SNES,1995,Misc,Taito
Marble Madness / Klax,GBA,2005,Puzzle,Zoo Digital Publishing
Downstream Panic!,PSP,2008,Action,Atari
Suzumiya Haruhi no Chokuretsu,DS,2009,Adventure,Sega
DJ Max Portable 3,PSP,2010,Misc,CyberFront
Boot Camp Academy,Wii,2010,Action,Zoo Games
The Idolmaster: Gravure For You! Vol. 5,PS3,2012,Misc,Namco Bandai Games
S.Y.K Renshouden,PS2,2010,Adventure,Idea Factory
Empire Earth II,PC,2005,Strategy,Vivendi Games
Hiiro no Kakera: Shin Tamayori Hime Denshou - Piece of Future,PSP,2011,Adventure,Idea Factory
Pet Alien: An Intergalactic Puzzlepalooza,DS,2007,Action,Game Factory
Nectaris: Military Madness,PS,1998,Strategy,Hudson Soft
Galaxy Angel II: Mugen Kairou no Kagi,PS2,2007,Strategy,Broccoli
D.C.I.F.: Da Capo Innocent Finale,PS2,2009,Adventure,Sweets
Konpeki no Kantai,SNES,1995,Strategy,Angel Studios
Who Wants to be a Millionaire: 1st Edition,Wii,2007,Misc,Ubisoft
BRAHMA Force: The Assault on Beltlogger 9,PS,1996,Shooter,JVC
Tenka-bito,PS2,2006,Strategy,Sega
Hot Pixel,PSP,2007,Puzzle,Atari
Doodle Hex,DS,2008,Puzzle,Pinnacle
Hyperdimension Neptunia Vs. Sega Hard Girls: Yume no Gattai Special,PSV,2015,Role-Playing,Compile Heart
Valentino Rossi: The Game,XOne,2016,Racing,Namco Bandai Games
Katekyoo Hitman Reborn! DS: Ore ga Boss! Saikyou Family Taisen,DS,2009,Action,Takara Tomy
Codename: Panzers Cold War,PC,2009,Strategy,Atari
Samurai Spirits: Tenkaichi Kenkakuden,PS2,N/A,Fighting,Unknown
Robo Pit,PS,1995,Fighting,Kokopeli Digital Studios
Story Hour: Adventures,Wii,2008,Adventure,Zoo Digital Publishing
Muv-Luv Alternative: Total Eclipse,PS3,2013,Simulation,5pb
R-Type III: The Third Lightning,GBA,2004,Shooter,Zoo Digital Publishing
Star Wars: The Force Unleashed II,PC,2010,Action,LucasArts
Heathcliff! The Fast and the Furriest,Wii,2010,Racing,Storm City Games
Darius Burst: Chronicle Saviours,PSV,2016,Action,Kadokawa Games
Blokus Portable: Steambot Championship,PSP,2006,Puzzle,Majesco Entertainment
Medabots Girls Mission: Metabee Ver. / Rokusho Ver.,3DS,2016,Role-Playing,Rocket Company
Hakuouki,PS2,2008,Adventure,Idea Factory
Atomic Betty,GBA,2005,Puzzle,Atari
"Princess Natasha: Student, Secret Agent, Princess",DS,2006,Action,Zoo Digital Publishing
Doom,PC,1992,Shooter,id Software
Robin Hood: Defender of the Crown,XB,2003,Strategy,Capcom
Monster Hunter Frontier Online: Season 10,X360,2011,Role-Playing,Capcom
Street Jam Basketball,GBA,2004,Sports,Zoo Digital Publishing
Armored Core: Last Raven Portable,PSP,2010,Simulation,From Software
Master of Monsters: Disciples of Gaia,PS,1997,Strategy,Agetec
SD Gundam: Gashapon Wars,Wii,2010,Strategy,Namco Bandai Games
Curious George,XB,2006,Action,Namco Bandai Games
Disney's Aladdin,GBA,2003,Platform,Capcom
Virtual Pool: Tournament Edition,XB,2005,Sports,Global Star
Phantasy Star Online 2: Episode 3 Deluxe Package,PSV,2015,Action,Sega
SimCity,PC,1988,Simulation,Maxis
Nippon no Asoko de,PSP,2008,Misc,Sony Computer Entertainment
Harry Potter and the Half-Blood Prince,PC,2009,Action,Electronic Arts
Higurashi no Naku Koro ni Iki,PSV,2015,Action,Kaga Create
Harley-Davidson: Road Trip,Wii,2010,Racing,Destineer
MeiQ no Chika Ni Shisu: A Maze to Eradicate Them All,PSV,2015,Role-Playing,Idea Factory
MapleStory DS,DS,2010,Role-Playing,Nexon
Playmobil Top Agents,DS,2010,Action,JoWood Productions
Doom 3 BFG Edition,PC,2012,Shooter,Bethesda Softworks
Pimp My Ride: Street Racing,DS,2009,Racing,Activision
Romance of the Three Kingdoms II,3DS,2015,Strategy,Tecmo Koei
Popeye: Rush for Spinach,GBA,2005,Platform,Atari
Culdcept,PS2,2002,Strategy,Sega
Blue Breaker: Ken Yorimo Hohoemi o,PCFX,1996,Role-Playing,NEC
Bladestorm: Nightmare,PS3,2015,Action,Tecmo Koei
BeatMania IIDX 15: DJ Troopers,PS2,2008,Simulation,Konami Digital Entertainment
Gekiatsu!! Pachi Game Tamashi Vol. 1: CR Evangelion - Shinjitsu no Tsubasa,PSP,2011,Misc,Unknown
Planet of the Apes,GBA,2001,Action,Ubisoft
OZMAFIA!! -vivace-,PSV,2015,Adventure,dramatic create
Drake & Josh: Talent Showdown,DS,2007,Adventure,THQ
Hissatsu Pachinko Collection 3,SNES,1995,Misc,Sunsoft
Real World Golf,XB,2006,Sports,Mad Catz
Kung Fu Panda: Showdown of Legendary Legends,3DS,2015,Action,Little Orbit
Oumagatoki: Kaidan Romance,PSP,2012,Action,Quinrose
GTR Evolution,PC,2008,Racing,Atari
Mahjong Kakutou Club: Zenkoku Taisenban,PS3,2006,Misc,Konami Digital Entertainment
Hayate no Gotoku! Nightmare Paradise,PSP,2009,Adventure,Konami Digital Entertainment
Lords of the Fallen,PC,2014,Role-Playing,Square Enix
NBA 08,PSP,2007,Sports,Sony Computer Entertainment
Sins of a Solar Empire,PC,2008,Strategy,Pinnacle
New Tokyo Legacy: Operation Babel,PSV,2015,Role-Playing,5pb
The Wolf Among Us,X360,2011,Adventure,Telltale Games
HappinessCharge PreCure! Kawarun Collection,3DS,2014,Misc,Namco Bandai Games
Nanashi no Game Me,DS,2009,Action,Square Enix
NBA 2K13,PC,2012,Sports,Take-Two Interactive
Resident Evil 4,PC,2007,Action,Ubisoft
DICE: DNA Integrated Cybernetic Enterprises,PS2,2005,Shooter,Namco Bandai Games
007: Quantum of Solace,PC,2008,Action,Activision
Treasure Gaust: Gaust Diver Crimson Red / Deep Purple,DS,2007,Action,Namco Bandai Games
Megpoid the Music#,PSP,2013,Misc,Asgard
Batman: A Telltale Game Series,XOne,2016,Adventure,Telltale Games
Wallace & Gromit in Project Zoo,XB,2003,Platform,BAM! Entertainment
Boulder Dash: Rocks!,DS,2007,Puzzle,10TACLE Studios
Grid Runner,PS,1996,Action,Virgin Interactive
Saihai no Yukue,DS,2008,Strategy,Tecmo Koei
Metal Dungeon,XB,2002,Role-Playing,Xicat Interactive
Drome Racers,GC,2003,Racing,Electronic Arts
World of Zoo,PC,2009,Simulation,THQ
Guitar Freaks V & DrumMania V,PS2,2006,Simulation,Konami Digital Entertainment
Tago Akira no Atama no Taisou Dai-1-Shuu: Nazotoki Sekai Isshuu Ryokou,DS,2009,Adventure,Level 5
Royal Palace of White Sword and The City of Gentiles,PC,2009,Role-Playing,Take-Two Interactive
Triple Pack: Xbox Live Arcade Compilation,X360,2011,Misc,Microsoft Game Studios
Gekido Advance: Kintaro's Revenge,GBA,2002,Action,Zoo Digital Publishing
Dream Pinball 3D,DS,2008,Misc,SouthPeak Games
Future Tactics: The Uprising,XB,2004,Strategy,JoWood Productions
Winter Sports 3: The Great Tournament,PS3,2010,Sports,Tradewest
Power Poke Dash,GBA,2006,Sports,Konami Digital Entertainment
Hisshou Pachinko*Pachi-Slot Kouryaku Series DS Vol. 4: Shinseiki Evangelion - Saigo no Mono,DS,2009,Misc,D3Publisher
Detective Opera: Milky Holmes 2,PSP,2012,Adventure,BushiRoad
Nisekoi: Yomeiri!?,PSV,2014,Adventure,Konami Digital Entertainment
Blaze Union: Story to Reach the Future,PSP,2010,Role-Playing,Sting
Barbie and Her Sisters Puppy Rescue,Wii,2015,Action,Namco Bandai Games
Handball 16,PS3,2015,Sports,Bigben Interactive
Commander: Conquest of the Americas,PC,2010,Strategy,Paradox Interactive
World of Tanks,X360,N/A,Shooter,N/A
LEGO Pirates of the Caribbean: The Video Game,PC,2011,Action,Disney Interactive Studios
Race Driver 2006,PSP,2006,Racing,Codemasters
Higurashi no Naku Koro ni Kizuna: Dai-Yon-Kan - Kizuna,DS,2010,Adventure,Alchemist
Samurai Warriors: Sanada Maru,PS4,2016,Action,Tecmo Koei
Buffy the Vampire Slayer: Wrath of the Darkhul King,GBA,2003,Action,THQ
Battlefield 1942: The WW II Anthology,PC,2004,Shooter,Electronic Arts
Genkai Tokki: Seven Pirates,PSV,2016,Role-Playing,Compile Heart
Gekiatsu!! Pachi Game Tamashi Vol. 2: CR Evangelion - Shinjitsu no Tsubasa,PS3,2011,Misc,Unknown
Parfait,PSV,2015,Adventure,TGL
Mighty No. 9,WiiU,2016,Platform,Deep Silver
Roadsters,PS,2000,Racing,Titus
Merv Griffin's Crosswords,DS,2008,Puzzle,ValuSoft
DeathSmiles II,X360,2010,Shooter,Cave
The Great Mystery Hidden Object Package 5,PC,2015,Adventure,Rondomedia
Kenka Bancho Otome,PSV,2016,Action,Screenlife
Calcio Bit,GBA,2006,Sports,Nintendo
Star Trek: The Game,PC,2013,Action,Namco Bandai Games
Whiteout,XB,2002,Racing,Konami Digital Entertainment
Galaxy Angel II: Zettairyouiki no Tobira,PS2,2006,Strategy,Broccoli
Kung Fu Panda: Legendary Warriors,DS,2008,Action,Activision
Hyakumanton no Bara Bara,PSP,2010,Strategy,Sony Computer Entertainment
Superdimension Neptune vs Sega Hard Girls,PSV,2016,Role-Playing,Idea Factory International
The Talos Principle,PS4,2015,Puzzle,Devolver Digital
Hajime no Ippo: The Fighting,GBA,2002,Fighting,ESP
Sokukoku no Kusabi: Hiiro no Kakera 3 Portable,PSP,2010,Adventure,Idea Factory
Spectral Souls: Resurrection of the Ethereal Empires,PSP,2005,Role-Playing,Idea Factory
Syberia II,XB,2004,Adventure,Ubisoft
Motor Trend presents Lotus Challenge,XB,2003,Racing,Xicat Interactive
Braid,PC,2009,Platform,Number None
Gudetama: Hanjuku de Tanomuwa,3DS,2015,Action,Rocket Company
LEGO Legends of Chima: Laval's Journey,DS,2013,Adventure,Unknown
Bleach DS 4th: Flame Bringer,DS,2009,Action,Sega
Syberia,PC,2002,Action,Microids
Pacific Liberator,Wii,2009,Action,Zoo Games
Tago Akira no Atama no Taisou Dai-2-Shuu: Ginga Oudan Nazotoki Adventure,DS,2009,Adventure,Level 5
The King of Fighters Portable '94~'98: Chapter of Orochi,PSP,2010,Fighting,SNK Playmore
Puzzle Challenge: Crosswords and More!,Wii,2009,Puzzle,Crave Entertainment
Turn It Around,DS,2006,Action,505 Games
Nisenochigiri: Omoide no Saki e,PSP,2011,Adventure,Idea Factory
Jack Keane,PC,2008,Adventure,Kalypso Media
Girls Only,DS,2010,Simulation,Foreign Media Games
Monsters vs. Aliens,PC,2009,Action,Activision
In Cold Blood,PS,2000,Adventure,Sony Computer Entertainment
Fireblade,GC,2002,Action,Midway Games
Kamigami no Asobi,PSP,2013,Adventure,Broccoli
Harukanaru Toki no Naka de 6,PSV,2015,Action,Tecmo Koei
Kong: King of Atlantis,GBA,2005,Action,THQ
Kidou Senshi V Gundam,SNES,1994,Action,Namco Bandai Games
Ganbare Goemon: Toukai Douchuu Ooedo Tengurigaeshi no Maki,DS,2005,Action,Konami Digital Entertainment
Wrestle Angels: Survivor 2,PS2,2008,Fighting,Tryfirst
Onechanbara Z Kagura,X360,2012,Action,D3Publisher
Ride,PC,2015,Racing,Milestone S.r.l.
The King of Fighters 02/03,XB,2005,Fighting,SNK Playmore
ESPN Winter X Games: Snowboarding 2002,XB,2002,Sports,Konami Digital Entertainment
Mega Minis Volume 2,PSP,2011,Misc,Sony Computer Entertainment
Safari Adventures: Africa,DS,2008,Adventure,Neko Entertainment
Tsuku Monogatari,PSP,2011,Adventure,FuRyu
Vitamin Z,PS2,2009,Adventure,D3Publisher
Kaitou Tenshi Twin Angel: Toki to Sekai no Meikyuu,PSP,2011,Adventure,Alchemist
Shin Koihime Musou: Otome Ryouran * Sangokushi Engi - Wu-Hen,PSP,2010,Adventure,Yeti
Battle vs. Chess,PC,N/A,Misc,TopWare Interactive
Harukanaru Toki no Naka de 5: Kazahanaki,PSP,2012,Role-Playing,Ackkstudios
The Island of Dr. Frankenstein,Wii,2009,Adventure,Storm City Games
Tom and Jerry in War of the Whiskers,XB,N/A,Fighting,Unknown
Nobunaga no Yabou DS 2,DS,2008,Strategy,Tecmo Koei
The IdolM@ster: Gravure For You! Vol. 6,PS3,2012,Action,Namco Bandai Games
Metal Saga: Hagane no Kisetsu,DS,2006,Role-Playing,Success
Animaniacs: The Great Edgar Hunt,GC,2005,Platform,Ignition Entertainment
SingStar Fussballhits,PS3,2010,Misc,Sony Computer Entertainment
Yahari Game Demo Ore no Seishun Love-Kome wa Machigatteiru. Zoku,PSV,2016,Adventure,5pb
Dream Club Zero Portable,PSV,2011,Simulation,D3Publisher
LEGO Harry Potter: Years 1-4,PC,2010,Action,Warner Bros. Interactive Entertainment
Samurai Warriors 2,PS3,2013,Action,Tecmo Koei
Bus Simulator 16,PC,2016,Simulation,Astragon
Mystery Trackers: The Void,PC,2011,Puzzle,Focus Home Interactive
Diabolik Lovers: Lunatic Parade,PSV,2016,Adventure,Idea Factory
Battle Arena Toshinden URA,SAT,1995,Fighting,Sega
The Croods: Prehistoric Party!,WiiU,2013,Misc,D3Publisher
Betty Boop's Double Shift,DS,2007,Puzzle,Zoo Digital Publishing
Battle vs. Chess,X360,2011,Misc,TopWare Interactive
Biohazard: Revival Selection,X360,2011,Action,Capcom
Cabela's Big Game Hunter: Pro Hunts,X360,2014,Shooter,Activision
Labyrinth Cross Blood: Infinity,PSV,2013,Role-Playing,CyberFront
Super Duper Sumos,GBA,N/A,Action,Unknown
UK Truck Simulator,PC,2010,Simulation,N/A
CID The Dummy,PSP,2009,Platform,Oxygen Interactive
MechAssault: Phantom War,DS,2006,Simulation,Majesco Entertainment
Loading Human,PS4,2016,Adventure,FuRyu Corporation
The Settlers II 10th Anniversary,PC,2006,Action,Ubisoft
The Last Guy,PS3,2009,Action,Sony Computer Entertainment
Disney Sports Soccer,GBA,2002,Sports,Konami Digital Entertainment
Kangokutou Mary Skelter,PSV,2016,Role-Playing,Compile Heart
101-in-1 Sports Party Megamix,Wii,2010,Sports,Nordcurrent
Akane Iro ni Somaru Saka Parallel,PS2,2008,Adventure,GN Software
Otome wa Oanesama ni Koi Shiteru Portable: 2-Jin no Elder,PSP,2011,Adventure,Alchemist
Monster Hunter Frontier Online: Forward 1,X360,2011,Role-Playing,Capcom
SingStar Chartbreaker,PS3,2009,Misc,Sony Computer Entertainment
Botanicula,PC,2012,Adventure,Daedalic Entertainment
D1 Professional Drift Grand Prix Series,PS2,2005,Racing,Yuke's
Max Payne,GBA,2003,Shooter,Take-Two Interactive
Timeshock! Pro Pinball,PS,1998,Misc,Empire Interactive
