Genre,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Racing,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,05","0,00","0,00","0,00","0,05"
Shooter,"0,00","0,04","0,00","0,01","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Platform,"0,03","0,02","0,00","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Action,"0,05","0,00","0,00","0,00","0,05"
Action,"0,04","0,01","0,00","0,00","0,05"
Sports,"0,03","0,02","0,00","0,00","0,05"
Platform,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,00","0,00","0,05","0,00","0,05"
Role-Playing,"0,04","0,00","0,00","0,01","0,05"
Puzzle,"0,00","0,05","0,00","0,01","0,05"
Puzzle,"0,00","0,05","0,00","0,00","0,05"
Misc,"0,05","0,00","0,00","0,00","0,05"
Strategy,"0,01","0,03","0,00","0,01","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Platform,"0,04","0,01","0,00","0,00","0,05"
Role-Playing,"0,05","0,00","0,00","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,04","0,01","0,00","0,00","0,05"
Sports,"0,05","0,00","0,00","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,05","0,00","0,00","0,00","0,05"
Role-Playing,"0,03","0,02","0,00","0,01","0,05"
Action,"0,02","0,03","0,00","0,00","0,05"
Platform,"0,03","0,01","0,00","0,00","0,05"
Simulation,"0,05","0,00","0,00","0,00","0,05"
Misc,"0,00","0,04","0,00","0,01","0,05"
Sports,"0,01","0,00","0,03","0,00","0,05"
Sports,"0,00","0,05","0,00","0,01","0,05"
Sports,"0,04","0,01","0,00","0,00","0,05"
Fighting,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,05","0,00","0,00","0,00","0,05"
Racing,"0,00","0,05","0,00","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Platform,"0,04","0,01","0,00","0,00","0,05"
Action,"0,05","0,00","0,00","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Simulation,"0,00","0,00","0,05","0,00","0,05"
Action,"0,03","0,01","0,00","0,00","0,05"
Racing,"0,03","0,02","0,00","0,01","0,05"
Simulation,"0,05","0,00","0,00","0,00","0,05"
Misc,"0,00","0,04","0,00","0,01","0,05"
Sports,"0,00","0,00","0,05","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,05","0,00","0,00","0,00","0,05"
Simulation,"0,05","0,00","0,00","0,00","0,05"
Action,"0,04","0,01","0,00","0,00","0,05"
Action,"0,03","0,02","0,00","0,01","0,05"
Platform,"0,04","0,01","0,00","0,00","0,05"
Fighting,"0,05","0,00","0,00","0,00","0,05"
Platform,"0,04","0,01","0,00","0,00","0,05"
Action,"0,00","0,04","0,00","0,01","0,05"
Puzzle,"0,05","0,00","0,00","0,00","0,05"
Role-Playing,"0,04","0,01","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Racing,"0,04","0,01","0,00","0,00","0,05"
Action,"0,05","0,00","0,00","0,00","0,05"
Puzzle,"0,04","0,01","0,00","0,00","0,05"
Racing,"0,04","0,01","0,00","0,00","0,05"
Action,"0,01","0,03","0,00","0,01","0,05"
Adventure,"0,03","0,02","0,00","0,00","0,05"
Platform,"0,04","0,01","0,00","0,00","0,05"
Shooter,"0,03","0,01","0,00","0,01","0,05"
Misc,"0,04","0,01","0,00","0,00","0,05"
Racing,"0,03","0,02","0,00","0,01","0,05"
Action,"0,03","0,02","0,00","0,00","0,05"
Adventure,"0,00","0,05","0,00","0,00","0,05"
Action,"0,03","0,02","0,00","0,00","0,05"
Sports,"0,04","0,01","0,00","0,00","0,05"
Fighting,"0,01","0,04","0,00","0,00","0,05"
Fighting,"0,00","0,00","0,05","0,00","0,05"
Simulation,"0,00","0,04","0,00","0,01","0,05"
Adventure,"0,03","0,02","0,00","0,01","0,05"
Adventure,"0,04","0,01","0,00","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Action,"0,03","0,02","0,00","0,00","0,05"
Fighting,"0,05","0,00","0,00","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Fighting,"0,05","0,00","0,00","0,00","0,05"
Sports,"0,05","0,00","0,00","0,00","0,05"
Role-Playing,"0,03","0,02","0,00","0,00","0,05"
Action,"0,05","0,00","0,00","0,00","0,05"
Role-Playing,"0,00","0,04","0,00","0,01","0,05"
Shooter,"0,02","0,03","0,00","0,01","0,05"
Sports,"0,04","0,01","0,00","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,05","0,00","0,00","0,00","0,05"
Puzzle,"0,00","0,04","0,00","0,01","0,05"
Role-Playing,"0,04","0,01","0,00","0,01","0,05"
Shooter,"0,00","0,04","0,00","0,01","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Puzzle,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,05","0,00","0,00","0,00","0,05"
Sports,"0,04","0,01","0,00","0,00","0,05"
Role-Playing,"0,04","0,01","0,00","0,00","0,05"
Sports,"0,00","0,00","0,05","0,00","0,05"
Simulation,"0,05","0,00","0,00","0,00","0,05"
Simulation,"0,05","0,00","0,00","0,00","0,05"
Racing,"0,03","0,02","0,00","0,00","0,05"
Adventure,"0,04","0,00","0,00","0,01","0,05"
Fighting,"0,00","0,00","0,05","0,00","0,05"
Action,"0,03","0,02","0,00","0,00","0,05"
Simulation,"0,05","0,00","0,00","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Action,"0,05","0,00","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Sports,"0,04","0,01","0,00","0,00","0,05"
Simulation,"0,05","0,00","0,00","0,00","0,05"
Racing,"0,03","0,02","0,00","0,01","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Simulation,"0,05","0,00","0,00","0,00","0,05"
Misc,"0,04","0,01","0,00","0,00","0,05"
Shooter,"0,00","0,05","0,00","0,00","0,05"
Action,"0,05","0,00","0,00","0,00","0,05"
Shooter,"0,03","0,01","0,00","0,00","0,05"
Sports,"0,00","0,00","0,05","0,00","0,05"
Role-Playing,"0,05","0,00","0,00","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Strategy,"0,00","0,05","0,00","0,00","0,05"
Shooter,"0,02","0,00","0,02","0,01","0,05"
Adventure,"0,05","0,00","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Simulation,"0,03","0,01","0,01","0,00","0,05"
Sports,"0,02","0,02","0,00","0,01","0,05"
Action,"0,03","0,02","0,00","0,00","0,05"
Adventure,"0,05","0,00","0,00","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Racing,"0,03","0,02","0,00","0,00","0,05"
Shooter,"0,03","0,02","0,00","0,00","0,05"
Shooter,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,05","0,00","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Action,"0,01","0,00","0,04","0,00","0,05"
Platform,"0,05","0,00","0,00","0,00","0,05"
Sports,"0,05","0,00","0,00","0,01","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,05","0,00","0,00","0,00","0,05"
Puzzle,"0,05","0,00","0,00","0,00","0,05"
Action,"0,03","0,00","0,01","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,04","0,01","0,00","0,00","0,05"
Racing,"0,04","0,01","0,00","0,00","0,05"
Racing,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,05","0,00","0,00","0,00","0,05"
Sports,"0,05","0,00","0,00","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Sports,"0,05","0,00","0,00","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,04","0,01","0,00","0,00","0,05"
Shooter,"0,03","0,02","0,00","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Puzzle,"0,04","0,01","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,00","0,05","0,00","0,00","0,05"
Fighting,"0,00","0,02","0,02","0,00","0,05"
Fighting,"0,00","0,00","0,05","0,00","0,05"
Puzzle,"0,01","0,04","0,00","0,01","0,05"
Fighting,"0,00","0,00","0,05","0,00","0,05"
Racing,"0,05","0,00","0,00","0,00","0,05"
Racing,"0,04","0,00","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Puzzle,"0,04","0,00","0,00","0,00","0,05"
Action,"0,04","0,01","0,00","0,00","0,05"
Shooter,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,05","0,00","0,00","0,00","0,05"
Action,"0,04","0,01","0,00","0,00","0,05"
Strategy,"0,00","0,00","0,05","0,00","0,05"
Sports,"0,04","0,01","0,00","0,00","0,05"
Fighting,"0,04","0,01","0,00","0,00","0,05"
Fighting,"0,04","0,01","0,00","0,00","0,05"
Role-Playing,"0,04","0,01","0,00","0,00","0,05"
Platform,"0,04","0,01","0,00","0,00","0,05"
Racing,"0,02","0,01","0,01","0,00","0,05"
Platform,"0,04","0,01","0,00","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Puzzle,"0,00","0,04","0,00","0,01","0,05"
Sports,"0,04","0,01","0,00","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Sports,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Role-Playing,"0,04","0,01","0,00","0,00","0,05"
Misc,"0,00","0,04","0,00","0,01","0,05"
Sports,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,02","0,02","0,00","0,00","0,05"
Action,"0,03","0,02","0,00","0,00","0,05"
Sports,"0,00","0,00","0,05","0,00","0,05"
Racing,"0,00","0,03","0,01","0,01","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Action,"0,04","0,01","0,00","0,00","0,05"
Misc,"0,00","0,05","0,00","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Fighting,"0,05","0,00","0,00","0,00","0,05"
Sports,"0,04","0,01","0,00","0,00","0,05"
Role-Playing,"0,05","0,00","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Puzzle,"0,04","0,01","0,00","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Racing,"0,02","0,02","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,00","0,04","0,00","0,01","0,05"
Racing,"0,03","0,01","0,00","0,00","0,05"
Adventure,"0,03","0,02","0,00","0,00","0,05"
Puzzle,"0,04","0,01","0,00","0,00","0,05"
Sports,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Platform,"0,04","0,01","0,00","0,00","0,05"
Adventure,"0,00","0,05","0,00","0,00","0,05"
Sports,"0,05","0,00","0,00","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Racing,"0,00","0,04","0,00","0,01","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Action,"0,04","0,01","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Fighting,"0,00","0,00","0,05","0,00","0,05"
Strategy,"0,00","0,04","0,00","0,01","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,04","0,01","0,00","0,00","0,05"
Platform,"0,05","0,00","0,00","0,00","0,05"
Platform,"0,02","0,02","0,00","0,01","0,05"
Simulation,"0,04","0,00","0,00","0,00","0,05"
Simulation,"0,00","0,04","0,00","0,01","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Role-Playing,"0,04","0,00","0,01","0,00","0,05"
Puzzle,"0,04","0,00","0,00","0,00","0,05"
Puzzle,"0,00","0,00","0,05","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,00","0,00","0,05","0,00","0,05"
Action,"0,02","0,01","0,01","0,00","0,05"
Action,"0,04","0,01","0,00","0,00","0,05"
Misc,"0,05","0,00","0,00","0,00","0,05"
Misc,"0,05","0,00","0,00","0,00","0,05"
Simulation,"0,00","0,00","0,05","0,00","0,05"
Role-Playing,"0,03","0,01","0,01","0,01","0,05"
Racing,"0,00","0,04","0,00","0,01","0,05"
Shooter,"0,04","0,00","0,00","0,01","0,05"
Racing,"0,02","0,02","0,00","0,01","0,05"
Platform,"0,02","0,02","0,00","0,01","0,05"
Action,"0,04","0,00","0,00","0,01","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,05","0,00","0,00","0,00","0,05"
Misc,"0,02","0,00","0,02","0,00","0,05"
Shooter,"0,04","0,01","0,00","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Simulation,"0,00","0,00","0,05","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,04","0,00","0,00","0,01","0,05"
Platform,"0,00","0,04","0,00","0,01","0,05"
Action,"0,03","0,01","0,00","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Puzzle,"0,05","0,00","0,00","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Sports,"0,04","0,01","0,00","0,00","0,05"
Misc,"0,03","0,01","0,00","0,00","0,05"
Strategy,"0,00","0,05","0,00","0,00","0,05"
Sports,"0,02","0,02","0,00","0,01","0,05"
Misc,"0,03","0,01","0,00","0,00","0,05"
Sports,"0,03","0,02","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Strategy,"0,00","0,00","0,05","0,00","0,05"
Simulation,"0,05","0,00","0,00","0,00","0,05"
Puzzle,"0,03","0,01","0,00","0,00","0,05"
Action,"0,00","0,04","0,00","0,01","0,05"
Puzzle,"0,03","0,01","0,00","0,00","0,05"
Racing,"0,02","0,02","0,00","0,01","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,00","0,00","0,05","0,00","0,05"
Sports,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,04","0,01","0,00","0,00","0,05"
Shooter,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,00","0,04","0,00","0,00","0,05"
Sports,"0,00","0,00","0,05","0,00","0,05"
Platform,"0,03","0,02","0,00","0,00","0,05"
Shooter,"0,03","0,01","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Platform,"0,04","0,00","0,00","0,00","0,05"
Shooter,"0,00","0,04","0,00","0,01","0,05"
Racing,"0,04","0,00","0,00","0,01","0,05"
Action,"0,04","0,00","0,00","0,00","0,05"
Role-Playing,"0,02","0,02","0,00","0,01","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Role-Playing,"0,00","0,01","0,04","0,00","0,05"
Sports,"0,02","0,02","0,00","0,01","0,05"
Action,"0,04","0,00","0,00","0,00","0,05"
Action,"0,03","0,01","0,00","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Strategy,"0,01","0,01","0,03","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,04","0,00","0,00","0,01","0,05"
Fighting,"0,04","0,00","0,00","0,00","0,05"
Sports,"0,04","0,00","0,00","0,00","0,05"
Fighting,"0,00","0,00","0,05","0,00","0,05"
Sports,"0,00","0,00","0,05","0,00","0,05"
Fighting,"0,00","0,00","0,05","0,00","0,05"
Action,"0,04","0,01","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Sports,"0,04","0,01","0,00","0,00","0,05"
Strategy,"0,01","0,03","0,00","0,01","0,05"
Misc,"0,04","0,01","0,00","0,00","0,05"
Racing,"0,03","0,01","0,00","0,00","0,05"
Misc,"0,04","0,00","0,00","0,00","0,05"
Platform,"0,03","0,02","0,00","0,00","0,05"
Action,"0,04","0,00","0,00","0,00","0,05"
Simulation,"0,02","0,02","0,00","0,01","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Puzzle,"0,00","0,00","0,05","0,00","0,05"
Action,"0,02","0,03","0,00","0,01","0,05"
Sports,"0,03","0,01","0,00","0,00","0,05"
Racing,"0,04","0,01","0,00","0,00","0,05"
Platform,"0,00","0,00","0,05","0,00","0,05"
Sports,"0,02","0,02","0,00","0,01","0,05"
Action,"0,04","0,01","0,00","0,00","0,05"
Sports,"0,04","0,01","0,00","0,00","0,05"
Strategy,"0,00","0,04","0,00","0,00","0,05"
Action,"0,00","0,05","0,00","0,00","0,05"
Racing,"0,00","0,04","0,00","0,01","0,05"
Racing,"0,04","0,01","0,00","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Puzzle,"0,03","0,02","0,00","0,00","0,05"
Strategy,"0,03","0,02","0,00","0,00","0,05"
Sports,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,04","0,00","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Racing,"0,04","0,01","0,00","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Racing,"0,04","0,00","0,00","0,00","0,05"
Sports,"0,03","0,02","0,00","0,00","0,05"
Sports,"0,04","0,01","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Role-Playing,"0,04","0,01","0,00","0,00","0,05"
Sports,"0,04","0,00","0,00","0,00","0,05"
Action,"0,04","0,00","0,00","0,00","0,05"
Misc,"0,00","0,04","0,00","0,00","0,05"
Strategy,"0,00","0,04","0,00","0,01","0,05"
Strategy,"0,00","0,01","0,04","0,00","0,05"
Action,"0,01","0,03","0,00","0,01","0,05"
Shooter,"0,00","0,00","0,05","0,00","0,05"
Strategy,"0,00","0,04","0,00","0,01","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,04","0,00","0,00","0,00","0,05"
Sports,"0,03","0,01","0,00","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Strategy,"0,00","0,04","0,00","0,01","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Sports,"0,02","0,02","0,00","0,01","0,05"
Fighting,"0,03","0,01","0,00","0,00","0,05"
Racing,"0,03","0,01","0,00","0,00","0,05"
Misc,"0,04","0,00","0,00","0,00","0,05"
Fighting,"0,04","0,01","0,00","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,04","0,01","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Racing,"0,00","0,04","0,00","0,01","0,05"
Puzzle,"0,03","0,01","0,00","0,00","0,05"
Racing,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Strategy,"0,03","0,02","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Platform,"0,04","0,01","0,00","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,04","0,00","0,00","0,00","0,05"
Adventure,"0,04","0,00","0,00","0,00","0,05"
Simulation,"0,04","0,00","0,00","0,00","0,05"
Sports,"0,02","0,02","0,00","0,01","0,05"
Shooter,"0,04","0,01","0,00","0,00","0,05"
Shooter,"0,00","0,04","0,00","0,01","0,05"
Platform,"0,04","0,00","0,00","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,03","0,02","0,00","0,00","0,05"
Action,"0,02","0,01","0,00","0,01","0,05"
Role-Playing,"0,03","0,02","0,00","0,00","0,05"
Puzzle,"0,04","0,00","0,00","0,00","0,05"
Sports,"0,04","0,00","0,00","0,00","0,05"
Racing,"0,04","0,00","0,00","0,00","0,05"
Simulation,"0,04","0,00","0,00","0,00","0,05"
Action,"0,03","0,01","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Strategy,"0,00","0,00","0,05","0,00","0,05"
Simulation,"0,00","0,04","0,00","0,01","0,05"
Sports,"0,00","0,04","0,00","0,01","0,05"
Shooter,"0,03","0,02","0,00","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,03","0,02","0,00","0,00","0,05"
Racing,"0,04","0,00","0,00","0,00","0,05"
Role-Playing,"0,04","0,00","0,00","0,00","0,05"
Fighting,"0,04","0,01","0,00","0,00","0,05"
Sports,"0,02","0,02","0,00","0,00","0,05"
Sports,"0,01","0,03","0,00","0,00","0,05"
Sports,"0,00","0,04","0,00","0,01","0,05"
Action,"0,02","0,02","0,00","0,01","0,05"
Misc,"0,04","0,00","0,00","0,00","0,05"
Shooter,"0,04","0,01","0,00","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Strategy,"0,03","0,01","0,00","0,00","0,05"
Puzzle,"0,00","0,00","0,05","0,00","0,05"
Simulation,"0,01","0,03","0,00","0,01","0,05"
Shooter,"0,00","0,00","0,05","0,00","0,05"
Simulation,"0,04","0,00","0,00","0,00","0,05"
Sports,"0,00","0,03","0,00","0,01","0,05"
Puzzle,"0,04","0,00","0,00","0,00","0,05"
Misc,"0,02","0,02","0,00","0,01","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Puzzle,"0,04","0,01","0,00","0,00","0,05"
Simulation,"0,00","0,04","0,00","0,01","0,05"
Puzzle,"0,04","0,00","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,04","0,00","0,00","0,00","0,05"
Shooter,"0,04","0,00","0,00","0,00","0,05"
Platform,"0,04","0,00","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,03","0,01","0,00","0,00","0,05"
Racing,"0,03","0,02","0,00","0,00","0,05"
Shooter,"0,04","0,00","0,00","0,00","0,05"
Shooter,"0,04","0,00","0,00","0,00","0,05"
Sports,"0,04","0,00","0,00","0,00","0,05"
Strategy,"0,02","0,02","0,00","0,00","0,05"
Action,"0,03","0,01","0,00","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,04","0,00","0,00","0,00","0,05"
Racing,"0,04","0,01","0,00","0,00","0,05"
Racing,"0,04","0,01","0,00","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Puzzle,"0,00","0,04","0,00","0,01","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Sports,"0,03","0,01","0,00","0,00","0,05"
Action,"0,03","0,01","0,00","0,00","0,05"
Platform,"0,03","0,01","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Sports,"0,04","0,00","0,00","0,00","0,05"
Sports,"0,04","0,00","0,00","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Strategy,"0,00","0,04","0,00","0,01","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,04","0,00","0,00","0,00","0,05"
Sports,"0,00","0,04","0,00","0,01","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Adventure,"0,03","0,02","0,00","0,00","0,05"
Misc,"0,01","0,03","0,00","0,01","0,05"
Racing,"0,00","0,04","0,00","0,01","0,05"
Simulation,"0,03","0,01","0,01","0,00","0,05"
Simulation,"0,00","0,04","0,00","0,01","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,03","0,02","0,00","0,00","0,05"
Action,"0,00","0,04","0,00","0,00","0,05"
Strategy,"0,03","0,01","0,00","0,00","0,05"
Adventure,"0,04","0,00","0,00","0,00","0,05"
Puzzle,"0,04","0,00","0,00","0,00","0,05"
Fighting,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,00","0,04","0,00","0,01","0,05"
Puzzle,"0,04","0,00","0,00","0,00","0,05"
Fighting,"0,00","0,00","0,05","0,00","0,05"
Action,"0,03","0,01","0,00","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Sports,"0,04","0,00","0,00","0,00","0,05"
Action,"0,00","0,00","0,05","0,00","0,05"
Misc,"0,04","0,00","0,00","0,00","0,05"
Misc,"0,04","0,00","0,00","0,00","0,05"
Misc,"0,03","0,01","0,00","0,00","0,05"
Puzzle,"0,04","0,00","0,00","0,00","0,05"
Puzzle,"0,03","0,02","0,00","0,00","0,05"
Sports,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,03","0,01","0,00","0,00","0,05"
Sports,"0,04","0,00","0,01","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Racing,"0,04","0,00","0,00","0,00","0,05"
Adventure,"0,00","0,03","0,01","0,01","0,05"
Platform,"0,03","0,01","0,00","0,00","0,05"
Strategy,"0,00","0,04","0,00","0,01","0,05"
Sports,"0,04","0,00","0,00","0,00","0,05"
Shooter,"0,01","0,03","0,00","0,01","0,05"
Simulation,"0,04","0,00","0,00","0,00","0,05"
Misc,"0,00","0,00","0,05","0,00","0,05"
Racing,"0,00","0,00","0,05","0,00","0,05"
Simulation,"0,00","0,04","0,00","0,01","0,05"
Misc,"0,03","0,01","0,00","0,00","0,05"
Misc,"0,00","0,04","0,00","0,00","0,05"
Sports,"0,03","0,02","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,04","0,00","0,00","0,00","0,05"
Platform,"0,00","0,04","0,00","0,00","0,05"
Shooter,"0,03","0,01","0,00","0,00","0,05"
Platform,"0,03","0,01","0,00","0,00","0,05"
Adventure,"0,00","0,00","0,05","0,00","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Shooter,"0,03","0,01","0,00","0,00","0,05"
Action,"0,00","0,04","0,00","0,01","0,05"
Racing,"0,02","0,02","0,00","0,01","0,05"
Role-Playing,"0,00","0,00","0,05","0,00","0,05"
Action,"0,04","0,01","0,00","0,00","0,05"
Racing,"0,04","0,00","0,00","0,00","0,05"
Misc,"0,00","0,00","0,04","0,00","0,05"
Puzzle,"0,03","0,02","0,00","0,00","0,04"
Adventure,"0,00","0,04","0,00","0,01","0,04"
Simulation,"0,00","0,04","0,00","0,01","0,04"
Action,"0,04","0,00","0,00","0,00","0,04"
Role-Playing,"0,00","0,00","0,04","0,00","0,04"
Simulation,"0,00","0,00","0,04","0,00","0,04"
Racing,"0,00","0,04","0,00","0,01","0,04"
Fighting,"0,00","0,00","0,04","0,00","0,04"
Misc,"0,04","0,00","0,00","0,00","0,04"
